id,score
A374184,98.3
A374185,48.4
A374186,75
A374187,99.4
A374188,73.9
A374189,72.6
A374190,79.5
A374191,46.4
A374192,88.9
A374193,83.7
A374194,70.9
A374195,96.3
A374196,98.3
A374197,87
A374198,60
A374199,53.4
A374200,80.1
A374201,80.7
A374202,79.2
A374203,76.3
A374204,79.4
A374205,93.5
A374206,99.2
A374207,90.4
A374208,89.3
A374209,89.8
A374210,72.6
A374211,76.3
A374212,74.1
A374213,79
A374214,56.3
A374215,92.9
A374216,97.9
A374217,82
A374218,91.4
A374219,70.6
A374220,95.7
A374221,76.1
A374222,78.5
A374223,76.4
A374224,94.3
A374225,91.4
A374226,89.7
A374227,78
A374228,98.2
A374229,83.9
A374230,80
A374231,91.2
A374232,94.9
A374233,54.7
A374234,80.3
A374235,81.7
A374236,83.5
A374237,54.2
A374238,89.2
A374239,82.5
A374240,97.1
A374241,83.8
A374242,72.2
A374243,48.7
A374244,80.3
A374245,83
A374246,94.4
A374247,79.2
A374248,70.6
A374249,89
A374250,96.6
A374251,77.7
A374252,75.5
A374253,93
A374254,91.6
A374255,88.2
A374256,77.9
A374257,95.4
A374258,95
A374259,79.2
A374260,84.7
A374261,83.9
A374262,82.4
A374263,99
A374264,95.3
A374265,86.3
A374266,73.1
A374267,83.6
A374268,83.4
A374269,93.4
A374270,81.2
A374271,75.3
A374272,70.7
A374273,84.3
A374274,50.3
A374275,92.1
A374276,77.5
A374277,84.1
A374278,86.6
A374279,98.1
A374280,91.3
A374281,92.7
A374282,92
A374283,72
A374284,97.7
A374285,97
A374286,97.8
A374287,79.9
A374288,63.5
A374289,83.9
A374290,77.9
A374291,83.5
A374292,76.4
A374293,78.8
A374294,99.7
A374295,89.9
A374296,65.6
A374297,85.6
A374298,45.3
A374299,71.1
A374300,78.2
A374301,70.1
A374302,70.3
A374303,85.3
A374304,96.5
A374305,99.6
A374306,79
A374307,89.9
A374308,92
A374309,75
A374310,99.1
A374311,74.8
A374312,83.5
A374313,82.5
A374314,73.7
A374315,86.3
A374316,74.6
A374317,88.6
A374318,52.4
A374319,71.3
A374320,52
A374321,97.2
A374322,48.3
A374323,87.5
A374324,94.6
A374325,60.9
A374326,76.7
A374327,89.1
A374328,89.8
A374329,97
A374330,77.3
A374331,85.4
A374332,62.7
A374333,73.2
A374334,98.8
A374335,98
A374336,76.9
A374337,70.3
A374338,86
A374339,54.7
A374340,99.2
A374341,92.7
A374342,85.7
A374343,83.8
A374344,81.3
A374345,90.3
A374346,97.9
A374347,86.3
A374348,89.7
A374349,71.9
A374350,70
A374351,96.2
A374352,98.5
A374353,82.9
A374354,48
A374355,92.4
A374356,89.9
A374357,99
A374358,95.8
A374359,98.6
A374360,78.8
A374361,77
A374362,80.3
A374363,81.8
A374364,93.9
A374365,70.2
A374366,72.7
A374367,76.6
A374368,99.9
A374369,98
A374370,92.7
A374371,93.8
A374372,79.3
A374373,60.3
A374374,57
A374375,93
A374376,94.8
A374377,72.9
A374378,95.6
A374379,91.6
A374380,58.8
A374381,94.2
A374382,77.3
A374383,82.2
A374384,79.4
A374385,83.1
A374386,76.1
A374387,93.5
A374388,75.8
A374389,70.7
A374390,81.5
A374391,96
A374392,87.1
A374393,77.1
A374394,74.3
A374395,94.6
A374396,94.7
A374397,61.9
A374398,81.6
A374399,85.7
A374400,95.7
A374401,71.3
A374402,87.6
A374403,40.5
A374404,96
A374405,92.2
A374406,77.6
A374407,73.4
A374408,96
A374409,88.8
A374410,94.1
A374411,82.8
A374412,71.4
A374413,87.2
A374414,84.8
A374415,74
A374416,90.2
A374417,72.9
A374418,63.2
A374419,60.9
A374420,82.5
A374421,85.5
A374422,77.1
A374423,90.2
A374424,89.5
A374425,98
A374426,71.6
A374427,54.3
A374428,86.9
A374429,94.9
A374430,96.3
A374431,93.9
A374432,91.6
A374433,70.2
A374434,71.9
A374435,52.6
A374436,91.9
A374437,70.8
A374438,91.5
A374439,77.1
A374440,88.4
A374441,68.7
A374442,90
A374443,84.6
A374444,96.6
A374445,74.7
A374446,88.5
A374447,79.2
A374448,47.4
A374449,84.7
A374450,89.8
A374451,71.4
A374452,87.1
A374453,90.6
A374454,91.3
A374455,74.6
A374456,70.1
A374457,83.3
A374458,88.8
A374459,89.4
A374460,77.8
A374461,85.3
A374462,72.5
A374463,80.4
A374464,83.4
A374465,81.3
A374466,76.7
A374467,50.6
A374468,88.2
A374469,86.2
A374470,90.8
A374471,72.5
A374472,82.2
A374473,99.8
A374474,62.2
A374475,80.7
A374476,81.2
A374477,87.9
A374478,86.1
A374479,72.9
A374480,72.2
A374481,95.3
A374482,86.7
A374483,85.1
A374484,43.5
A374485,91.3
A374486,98
A374487,78.7
A374488,89.4
A374489,90.8
A374490,92.1
A374491,87
A374492,74.7
A374493,99.7
A374494,90.8
A374495,99.6
A374496,98.2
A374497,71.2
A374498,97
A374499,99.5
A374500,50.5
A374501,92.9
A374502,98.2
A374503,63.7
A374504,83
A374505,65.3
A374506,99
A374507,97.8
A374508,72.4
A374509,75
A374510,80.9
A374511,78.2
A374512,94.2
A374513,96.1
A374514,88
A374515,73.8
A374516,89.4
A374517,92.9
A374518,78.3
A374519,70.6
A374520,86
A374521,65.7
A374522,96.8
A374523,86.3
A374524,75.9
A374525,76.2
A374526,52
A374527,76.2
A374528,72.5
A374529,94.9
A374530,79.6
A374531,71.1
A374532,80.5
A374533,85.9
A374534,88.7
A374535,99.5
A374536,81.5
A374537,50.8
A374538,92.6
A374539,88
A374540,85.3
A374541,88.6
A374542,74.1
A374543,92.4
A374544,76.3
A374545,91.7
A374546,71
A374547,71.6
A374548,70.3
A374549,95
A374550,82.5
A374551,84.7
A374552,95.3
A374553,97.1
A374554,84.6
A374555,98.6
A374556,95.7
A374557,72
A374558,95.3
A374559,96.2
A374560,97.3
A374561,73.9
A374562,77.4
A374563,74.5
A374564,92.6
A374565,72
A374566,95.7
A374567,91
A374568,98.7
A374569,86.1
A374570,98.9
A374571,99.4
A374572,71.2
A374573,85
A374574,72.5
A374575,91.9
A374576,88.4
A374577,93.7
A374578,85.1
A374579,90.4
A374580,95.6
A374581,98.1
A374582,74.4
A374583,96.3
A374584,73.1
A374585,81.3
A374586,98.7
A374587,66.8
A374588,83.1
A374589,96.4
A374590,78
A374591,86.8
A374592,75.6
A374593,83.7
A374594,84.9
A374595,97.6
A374596,78.6
A374597,90.9
A374598,77.5
A374599,71.2
A374600,82.8
A374601,88
A374602,94.1
A374603,74.2
A374604,41
A374605,59.2
A374606,78.4
A374607,92.1
A374608,95.6
A374609,78.7
A374610,82.7
A374611,92.4
A374612,89.7
A374613,87.2
A374614,92.4
A374615,94
A374616,82.6
A374617,88.2
A374618,74.3
A374619,93.9
A374620,95
A374621,78.1
A374622,76.2
A374623,70.8
A374624,87.9
A374625,87.6
A374626,81.9
A374627,86.5
A374628,75.2
A374629,96.3
A374630,51.6
A374631,99.5
A374632,93.3
A374633,70
A374634,74.8
A374635,68.8
A374636,88.1
A374637,77.7
A374638,69
A374639,59.4
A374640,57.8
A374641,83.9
A374642,83.5
A374643,93.3
A374644,86.4
A374645,53.7
A374646,75.9
A374647,76.1
A374648,94.5
A374649,81
A374650,79.1
A374651,91.8
A374652,40.9
A374653,90.7
A374654,67.7
A374655,83.6
A374656,99.1
A374657,50
A374658,95
A374659,88.6
A374660,99.1
A374661,87.8
A374662,71.7
A374663,88.6
A374664,74.4
A374665,77.9
A374666,89.1
A374667,89.1
A374668,96
A374669,85.4
A374670,89
A374671,76.4
A374672,81.3
A374673,85.5
A374674,75
A374675,95.9
A374676,92.1
A374677,98.6
A374678,74
A374679,95.4
A374680,62.5
A374681,84
A374682,76.3
A374683,84.5
A374684,82.8
A374685,83.3
A374686,85.6
A374687,72.1
A374688,77.3
A374689,81.3
A374690,71.4
A374691,51.5
A374692,94.1
A374693,74
A374694,84.2
A374695,71.8
A374696,97.6
A374697,84.3
A374698,72
A374699,46.2
A374700,72.3
A374701,41
A374702,76.4
A374703,46.6
A374704,80.9
A374705,72.6
A374706,78.2
A374707,99.1
A374708,40.5
A374709,79.7
A374710,87.7
A374711,74
A374712,85.6
A374713,75.8
A374714,79.4
A374715,84.6
A374716,72.6
A374717,74.7
A374718,86
A374719,79.6
A374720,81
A374721,79
A374722,80.3
A374723,74.6
A374724,84.7
A374725,74.8
A374726,96.5
A374727,86.1
A374728,85
A374729,95.9
A374730,96.1
A374731,60.2
A374732,93.1
A374733,95.7
A374734,92.7
A374735,96.1
A374736,98.4
A374737,74.3
A374738,75.6
A374739,92.3
A374740,95.9
A374741,52.7
A374742,82.7
A374743,50.8
A374744,98.7
A374745,92.2
A374746,75.6
A374747,93.1
A374748,84.7
A374749,88.2
A374750,75.5
A374751,94.5
A374752,73.9
A374753,75.5
A374754,84.7
A374755,87.5
A374756,91.7
A374757,61
A374758,91.4
A374759,94.4
A374760,71.7
A374761,72
A374762,92.9
A374763,82.6
A374764,93.3
A374765,77.8
A374766,96.4
A374767,87.4
A374768,99.1
A374769,87.1
A374770,70.9
A374771,82.9
A374772,70.3
A374773,84
A374774,89.1
A374775,86.5
A374776,74.3
A374777,65.7
A374778,89.1
A374779,93.4
A374780,99.1
A374781,81.6
A374782,88.1
A374783,87.7
A374784,78.9
A374785,72.2
A374786,74.9
A374787,76.8
A374788,88.6
A374789,83.3
A374790,94.6
A374791,92
A374792,92.9
A374793,86.2
A374794,73.5
A374795,77.7
A374796,87.9
A374797,43.6
A374798,75.4
A374799,70.9
A374800,99.7
A374801,90.9
A374802,91.8
A374803,78.6
A374804,90.9
A374805,92.6
A374806,70.8
A374807,77.6
A374808,82.3
A374809,84.9
A374810,72.9
A374811,88.3
A374812,76
A374813,77.4
A374814,73.8
A374815,67.8
A374816,88.6
A374817,70.8
A374818,77.3
A374819,56.1
A374820,77.3
A374821,82.2
A374822,94.1
A374823,47.2
A374824,96.2
A374825,96.2
A374826,99
A374827,80.6
A374828,81.5
A374829,91.2
A374830,41
A374831,72.6
A374832,80.9
A374833,96
A374834,71.9
A374835,83.3
A374836,94.6
A374837,85.1
A374838,75.3
A374839,86.8
A374840,63.6
A374841,76.7
A374842,98.6
A374843,97.1
A374844,83.2
A374845,90.6
A374846,74
A374847,99.9
A374848,99.5
A374849,78.6
A374850,81.4
A374851,76
A374852,81.7
A374853,99
A374854,58.6
A374855,63.9
A374856,90.9
A374857,99.2
A374858,63.6
A374859,85.7
A374860,86
A374861,85.1
A374862,42.5
A374863,78.1
A374864,96.8
A374865,82.7
A374866,70.8
A374867,73.3
A374868,81.9
A374869,74.8
A374870,96
A374871,71
A374872,41.4
A374873,73.8
A374874,87.9
A374875,86.2
A374876,97.4
A374877,75.6
A374878,85.8
A374879,78.3
A374880,89.7
A374881,96.5
A374882,89
A374883,85.9
A374884,81.9
A374885,75.9
A374886,74.4
A374887,98.8
A374888,46.7
A374889,96.1
A374890,72.8
A374891,92.6
A374892,82.2
A374893,90.4
A374894,40.2
A374895,82.4
A374896,71.7
A374897,80.8
A374898,79.1
A374899,80.5
A374900,84.3
A374901,90.4
A374902,94.7
A374903,49.2
A374904,99.3
A374905,87.1
A374906,74.3
A374907,77.5
A374908,88.5
A374909,75.6
A374910,65
A374911,77
A374912,85.5
A374913,70.5
A374914,84
A374915,76.8
A374916,73.7
A374917,96.3
A374918,71.7
A374919,74.4
A374920,62.4
A374921,98.1
A374922,80.9
A374923,83.7
A374924,91.5
A374925,73.7
A374926,75.1
A374927,84.5
A374928,78.9
A374929,81.8
A374930,95
A374931,79.8
A374932,93
A374933,74.8
A374934,71.5
A374935,98.9
A374936,79.7
A374937,87.7
A374938,82.7
A374939,79.6
A374940,48.3
A374941,81.1
A374942,74.9
A374943,71.1
A374944,87.7
A374945,84.8
A374946,76.3
A374947,75.3
A374948,85.8
A374949,79.7
A374950,94.8
A374951,96.6
A374952,92.2
A374953,77.7
A374954,83.8
A374955,76
A374956,76.2
A374957,88.7
A374958,96.6
A374959,85.3
A374960,70.4
A374961,78.1
A374962,72.7
A374963,84.6
A374964,82.6
A374965,84.6
A374966,86
A374967,94.6
A374968,90.2
A374969,70
A374970,91.7
A374971,41.3
A374972,88.8
A374973,98.9
A374974,40.3
A374975,95
A374976,65.6
A374977,55
A374978,74.7
A374979,99
A374980,96.4
A374981,88.8
A374982,51.6
A374983,82.2
A374984,40.7
A374985,79.4
A374986,66.8
A374987,72.9
A374988,71.3
A374989,44.3
A374990,74.3
A374991,82.6
A374992,89.5
A374993,50.5
A374994,86.3
A374995,75.1
A374996,55.7
A374997,73.1
A374998,96
A374999,79.6
A375000,91.9
A375001,89.1
A375002,81.9
A375003,84.7
A375004,88.6
A375005,83.3
A375006,74.7
A375007,82.5
A375008,88.8
A375009,88.3
A375010,96.6
A375011,89.1
A375012,82.9
A375013,84.2
A375014,82.5
A375015,80.8
A375016,91.8
A375017,97.9
A375018,99
A375019,97.2
A375020,99.5
A375021,78.7
A375022,92
A375023,99.1
A375024,83.5
A375025,94.4
A375026,79.2
A375027,78.4
A375028,98.9
A375029,84.2
A375030,73.5
A375031,43.3
A375032,74
A375033,88.6
A375034,88.2
A375035,60.5
A375036,88.4
A375037,81.7
A375038,86
A375039,85.9
A375040,84.3
A375041,90
A375042,91.8
A375043,90.6
A375044,98.6
A375045,97.5
A375046,67.6
A375047,91.3
A375048,79.7
A375049,98
A375050,81.9
A375051,74.7
A375052,76.8
A375053,74.1
A375054,93.6
A375055,77.5
A375056,95.7
A375057,72.6
A375058,71.1
A375059,76.4
A375060,90.9
A375061,76.9
A375062,92.4
A375063,88.4
A375064,77.1
A375065,97.3
A375066,85.1
A375067,83.5
A375068,56
A375069,99.5
A375070,82
A375071,92.3
A375072,85.6
A375073,71
A375074,78.2
A375075,70.2
A375076,84.7
A375077,80.4
A375078,74.1
A375079,91.1
A375080,91.6
A375081,97.7
A375082,80.9
A375083,98.5
A375084,80.7
A375085,71.1
A375086,90.5
A375087,86.1
A375088,96.5
A375089,87
A375090,68.2
A375091,95.8
A375092,86.2
A375093,76.4
A375094,82.6
A375095,97.9
A375096,76.8
A375097,99.8
A375098,94.4
A375099,81.8
A375100,89.6
A375101,72.3
A375102,95
A375103,84.8
A375104,74.8
A375105,90.9
A375106,79.9
A375107,92.3
A375108,74.7
A375109,87
A375110,75.8
A375111,87.6
A375112,86.4
A375113,95.3
A375114,93.5
A375115,81
A375116,78.5
A375117,91.6
A375118,74.8
A375119,87.2
A375120,91.1
A375121,84.6
A375122,97.3
A375123,74.2
A375124,92.1
A375125,97.6
A375126,74.2
A375127,78.9
A375128,72.1
A375129,85
A375130,95.1
A375131,85.4
A375132,83.1
A375133,83.5
A375134,89.8
A375135,98.4
A375136,62.9
A375137,73.2
A375138,97.3
A375139,95.6
A375140,98.9
A375141,95.3
A375142,91.1
A375143,81.1
A375144,91.4
A375145,81.7
A375146,94.5
A375147,73.1
A375148,87.9
A375149,74.2
A375150,96.8
A375151,77.7
A375152,75.8
A375153,70.6
A375154,77.2
A375155,94.5
A375156,77.7
A375157,84.7
A375158,76.9
A375159,85
A375160,80.9
A375161,87.2
A375162,89.1
A375163,49.7
A375164,97.9
A375165,90.6
A375166,91.3
A375167,84
A375168,81.8
A375169,73.4
A375170,96.5
A375171,89.3
A375172,77.9
A375173,88.1
A375174,77.3
A375175,82.9
A375176,94.2
A375177,53.3
A375178,77.4
A375179,90.7
A375180,74.4
A375181,74.4
A375182,84.4
A375183,99.8
A375184,57.7
A375185,76.1
A375186,90.9
A375187,99.9
A375188,88.6
A375189,94.5
A375190,90
A375191,75.2
A375192,89.9
A375193,94.8
A375194,93.7
A375195,86.4
A375196,70.9
A375197,77
A375198,96.8
A375199,75.2
A375200,80.2
A375201,96.9
A375202,78.1
A375203,86.5
A375204,96.3
A375205,85.6
A375206,94.9
A375207,87.6
A375208,70.2
A375209,93.8
A375210,71
A375211,91.1
A375212,79
A375213,81.4
A375214,77.8
A375215,50.5
A375216,87
A375217,43.5
A375218,83.2
A375219,74.6
A375220,89
A375221,81
A375222,96.5
A375223,52.5
A375224,97.8
A375225,79.4
A375226,86.4
A375227,75.1
A375228,98.7
A375229,71.4
A375230,99.1
A375231,89.5
A375232,90.4
A375233,95.1
A375234,89.7
A375235,70.6
A375236,83.9
A375237,99.5
A375238,77.2
A375239,73.1
A375240,91
A375241,95.6
A375242,81.8
A375243,99.5
A375244,72.4
A375245,95.5
A375246,82.5
A375247,91.4
A375248,87.2
A375249,98.4
A375250,79.6
A375251,93.7
A375252,83.3
A375253,73.4
A375254,57.6
A375255,80.6
A375256,71
A375257,80.7
A375258,99.9
A375259,73.9
A375260,74.9
A375261,82.8
A375262,75
A375263,74.9
A375264,78.9
A375265,89.3
A375266,73
A375267,93.9
A375268,98.9
A375269,79
A375270,80.6
A375271,89.3
A375272,79.4
A375273,95
A375274,78.1
A375275,80.7
A375276,75.1
A375277,82.2
A375278,80.7
A375279,70.3
A375280,99.6
A375281,42.3
A375282,74.3
A375283,85.7
A375284,86.7
A375285,98.8
A375286,75.4
A375287,81.5
A375288,90.8
A375289,79
A375290,48
A375291,99
A375292,88.7
A375293,94.4
A375294,78.9
A375295,88.4
A375296,78.8
A375297,47.1
A375298,77.3
A375299,91.3
A375300,91.8
A375301,53.1
A375302,88.4
A375303,91.3
A375304,79.9
A375305,80.7
A375306,100
A375307,70.1
A375308,73.7
A375309,71.3
A375310,73.3
A375311,82.3
A375312,48.9
A375313,49.8
A375314,96.8
A375315,95.9
A375316,85.3
A375317,74.6
A375318,81.9
A375319,70.3
A375320,48
A375321,71.2
A375322,79.8
A375323,92.3
A375324,79.4
A375325,66.5
A375326,71.5
A375327,98.9
A375328,84.8
A375329,77.2
A375330,77.2
A375331,71.4
A375332,55.4
A375333,60.7
A375334,93.9
A375335,76.6
A375336,87.3
A375337,71
A375338,84.8
A375339,73.2
A375340,77.1
A375341,48.3
A375342,71.6
A375343,79.5
A375344,78.5
A375345,88.5
A375346,80.3
A375347,70.2
A375348,93.5
A375349,48.1
A375350,97.4
A375351,70.7
A375352,97.9
A375353,88.3
A375354,72.4
A375355,55.9
A375356,90.3
A375357,94.3
A375358,97.5
A375359,73.1
A375360,98.3
A375361,84.1
A375362,79.2
A375363,92
A375364,71
A375365,99.3
A375366,72.2
A375367,77.5
A375368,70.3
A375369,42
A375370,42.2
A375371,78.5
A375372,96
A375373,76.7
A375374,86.1
A375375,90.1
A375376,71
A375377,46.2
A375378,92.5
A375379,84.7
A375380,92.2
A375381,96.2
A375382,83.2
A375383,77.4
A375384,72.3
A375385,85.4
A375386,92
A375387,87.1
A375388,79.2
A375389,90.9
A375390,49.7
A375391,95.4
A375392,94
A375393,78.6
A375394,75.9
A375395,75.1
A375396,82
A375397,52.4
A375398,99.4
A375399,77.8
A375400,85.2
A375401,92.3
A375402,74.9
A375403,83.8
A375404,81.7
A375405,49.4
A375406,87.3
A375407,80.8
A375408,95.3
A375409,76.3
A375410,56.3
A375411,98.1
A375412,88.2
A375413,75.4
A375414,87.6
A375415,89.3
A375416,99
A375417,56.7
A375418,92.2
A375419,100
A375420,78.6
A375421,87.1
A375422,72
A375423,59.2
A375424,60.8
A375425,91.5
A375426,62.4
A375427,71.8
A375428,93.4
A375429,98
A375430,73.6
A375431,79.6
A375432,83.7
A375433,95.3
A375434,76.9
A375435,74.2
A375436,83.5
A375437,70.3
A375438,98.4
A375439,42.2
A375440,81
A375441,96.9
A375442,75
A375443,96.2
A375444,78.3
A375445,82.1
A375446,86.1
A375447,87.4
A375448,97.6
A375449,91.4
A375450,93.2
A375451,84.5
A375452,91.6
A375453,74.9
A375454,96.1
A375455,92.9
A375456,95.7
A375457,90.7
A375458,80.5
A375459,77.5
A375460,89.9
A375461,90.7
A375462,98
A375463,73.8
A375464,82.6
A375465,75.2
A375466,99.3
A375467,83
A375468,96.3
A375469,86.6
A375470,90.6
A375471,60.2
A375472,79
A375473,73.4
A375474,80.8
A375475,80.3
A375476,73.9
A375477,83.2
A375478,70.6
A375479,76.7
A375480,99.7
A375481,99.3
A375482,74.9
A375483,81.5
A375484,84
A375485,77.8
A375486,99.2
A375487,94.6
A375488,77.1
A375489,77.3
A375490,97.7
A375491,79.8
A375492,82.4
A375493,99.2
A375494,73.2
A375495,83.6
A375496,80.7
A375497,83
A375498,43.1
A375499,74.6
A375500,89.6
A375501,94.8
A375502,78
A375503,96.3
A375504,53.3
A375505,78
A375506,57.7
A375507,98
A375508,94.1
A375509,77.4
A375510,61.8
A375511,79.9
A375512,81.3
A375513,90
A375514,75.5
A375515,91
A375516,82.7
A375517,89.6
A375518,74.7
A375519,78.4
A375520,84
A375521,87.7
A375522,98.3
A375523,62.9
A375524,91.5
A375525,70.4
A375526,78.6
A375527,78
A375528,79.8
A375529,92.2
A375530,90.4
A375531,80.1
A375532,83.8
A375533,77
A375534,92.6
A375535,94.3
A375536,85.8
A375537,76
A375538,78.8
A375539,71.5
A375540,87.4
A375541,83.5
A375542,87.3
A375543,93
A375544,42.3
A375545,75.7
A375546,87.5
A375547,79.9
A375548,72.9
A375549,74.8
A375550,93.6
A375551,84.8
A375552,46.8
A375553,79.2
A375554,75.5
A375555,78.5
A375556,85.8
A375557,71.2
A375558,83.4
A375559,92.3
A375560,73.6
A375561,58.1
A375562,87.8
A375563,71.9
A375564,98.1
A375565,97.1
A375566,72.8
A375567,86.5
A375568,98.5
A375569,91.1
A375570,83.4
A375571,47
A375572,90.9
A375573,87.3
A375574,84.8
A375575,82.2
A375576,67.7
A375577,73.6
A375578,75.3
A375579,81.6
A375580,82.2
A375581,89.3
A375582,91.8
A375583,80.8
A375584,96.1
A375585,77.8
A375586,81.7
A375587,84.9
A375588,88.3
A375589,71.4
A375590,64.7
A375591,89.1
A375592,96.1
A375593,77.6
A375594,97.1
A375595,53.4
A375596,93.2
A375597,69.7
A375598,74.9
A375599,78.5
A375600,71.3
A375601,82.9
A375602,97.9
A375603,54.1
A375604,49.9
A375605,76.8
A375606,98
A375607,79.7
A375608,80.7
A375609,52.6
A375610,81.1
A375611,87.5
A375612,79.7
A375613,91.8
A375614,93.3
A375615,85
A375616,75.5
A375617,98.7
A375618,98.5
A375619,83
A375620,88.7
A375621,98
A375622,86.1
A375623,86.5
A375624,94.6
A375625,93.5
A375626,96.7
A375627,74.5
A375628,94.3
A375629,98.4
A375630,40.1
A375631,85.1
A375632,91.5
A375633,60.5
A375634,96.5
A375635,97.2
A375636,86
A375637,90.6
A375638,80.8
A375639,93.5
A375640,83.4
A375641,86.3
A375642,82.5
A375643,98.2
A375644,78.1
A375645,86.4
A375646,93.5
A375647,99.9
A375648,76
A375649,84.9
A375650,84.2
A375651,76
A375652,75.8
A375653,86.2
A375654,88.7
A375655,77.3
A375656,82
A375657,99
A375658,66
A375659,72.3
A375660,77.3
A375661,43
A375662,77
A375663,77.3
A375664,91.4
A375665,50.8
A375666,77.3
A375667,92.5
A375668,77.4
A375669,73.9
A375670,77.3
A375671,76.9
A375672,76.4
A375673,77.6
A375674,84.6
A375675,89.5
A375676,93.5
A375677,75.9
A375678,89.9
A375679,73.4
A375680,82.8
A375681,81.7
A375682,73.5
A375683,78.1
A375684,78.7
A375685,80
A375686,95.8
A375687,79.2
A375688,98.4
A375689,81.9
A375690,85.6
A375691,81.9
A375692,77.4
A375693,95.4
A375694,78.5
A375695,72
A375696,93.9
A375697,89
A375698,97.3
A375699,73.5
A375700,95.7
A375701,70.4
A375702,83.3
A375703,92.7
A375704,85.1
A375705,77.6
A375706,74.7
A375707,74.7
A375708,86.2
A375709,74.8
A375710,89.7
A375711,88
A375712,97.1
A375713,73
A375714,69.5
A375715,92.1
A375716,74.2
A375717,91.4
A375718,81.3
A375719,95.6
A375720,82.8
A375721,76
A375722,72
A375723,84.5
A375724,81.1
A375725,91.8
A375726,89.4
A375727,84
A375728,72.4
A375729,92
A375730,94.7
A375731,83.6
A375732,99.1
A375733,83.6
A375734,73
A375735,79.7
A375736,77
A375737,97.8
A375738,97.4
A375739,93.3
A375740,99.5
A375741,89.1
A375742,75.9
A375743,73.6
A375744,98.8
A375745,88.1
A375746,93
A375747,99.9
A375748,89.7
A375749,99.5
A375750,82.6
A375751,72
A375752,93.4
A375753,84
A375754,87.7
A375755,92.3
A375756,85.5
A375757,85.8
A375758,83.9
A375759,82.5
A375760,83.8
A375761,97.5
A375762,76.7
A375763,48.1
A375764,46.4
A375765,76.8
A375766,71.7
A375767,87.4
A375768,70.9
A375769,90.5
A375770,85.8
A375771,99.6
A375772,72.6
A375773,98.2
A375774,89.6
A375775,76.6
A375776,91.7
A375777,92.9
A375778,83.8
A375779,98.3
A375780,90.2
A375781,98.8
A375782,75.3
A375783,78.5
A375784,79.1
A375785,76.2
A375786,94.1
A375787,85.4
A375788,87
A375789,73.5
A375790,76.7
A375791,78.6
A375792,95.2
A375793,75.4
A375794,90.2
A375795,72.2
A375796,56.6
A375797,92.3
A375798,79.7
A375799,97.2
A375800,73.1
A375801,45.9
A375802,87.3
A375803,79.5
A375804,98.7
A375805,77.7
A375806,80.8
A375807,84.9
A375808,94.4
A375809,73.4
A375810,98.4
A375811,83.4
A375812,75.1
A375813,78.2
A375814,83.2
A375815,79.1
A375816,69.5
A375817,92.6
A375818,90.7
A375819,75.4
A375820,84.3
A375821,85.2
A375822,54.3
A375823,80.7
A375824,91.2
A375825,92.6
A375826,86.4
A375827,97.2
A375828,90.7
A375829,85
A375830,78.7
A375831,55.5
A375832,79.9
A375833,90.2
A375834,86.8
A375835,79.7
A375836,75.7
A375837,81.9
A375838,78.1
A375839,77.3
A375840,78.5
A375841,89.1
A375842,86.1
A375843,97.8
A375844,84.4
A375845,76.7
A375846,95.7
A375847,73
A375848,86.9
A375849,92.4
A375850,78.4
A375851,93.3
A375852,89.6
A375853,76.8
A375854,84.1
A375855,59.4
A375856,70.6
A375857,95.8
A375858,97
A375859,52.5
A375860,75.4
A375861,78.6
A375862,78.4
A375863,83.6
A375864,88.2
A375865,99.7
A375866,76.6
A375867,61.8
A375868,78.5
A375869,99
A375870,99.1
A375871,82.9
A375872,89.8
A375873,55.8
A375874,73.2
A375875,67.7
A375876,75
A375877,73.5
A375878,96.9
A375879,98.7
A375880,80
A375881,85.6
A375882,97.4
A375883,82
A375884,76.3
A375885,92.8
A375886,78.3
A375887,98.8
A375888,93.5
A375889,70.8
A375890,88.5
A375891,45.8
A375892,76.9
A375893,91.9
A375894,88.8
A375895,84.7
A375896,92.7
A375897,99.3
A375898,84
A375899,88.9
A375900,81.6
A375901,72.6
A375902,72.7
A375903,97.1
A375904,84.3
A375905,96.7
A375906,91.7
A375907,72.8
A375908,75.4
A375909,61.8
A375910,87.5
A375911,96.6
A375912,72.1
A375913,82.2
A375914,91
A375915,71.1
A375916,95
A375917,76.8
A375918,73.1
A375919,76
A375920,88.6
A375921,86.7
A375922,92.4
A375923,74.5
A375924,82.6
A375925,82.1
A375926,97.2
A375927,82.4
A375928,72.1
A375929,97.9
A375930,79.2
A375931,83.2
A375932,96.5
A375933,83.4
A375934,76.7
A375935,74
A375936,88.1
A375937,93.6
A375938,97.9
A375939,83.8
A375940,80.7
A375941,99.2
A375942,87.8
A375943,92.1
A375944,79.9
A375945,74.6
A375946,86.1
A375947,91.6
A375948,77.2
A375949,77.3
A375950,72.7
A375951,99.7
A375952,79.4
A375953,94.5
A375954,49
A375955,74.2
A375956,76.2
A375957,95.2
A375958,95.1
A375959,57.8
A375960,76.3
A375961,58
A375962,70
A375963,83.1
A375964,96
A375965,100
A375966,78.1
A375967,75.2
A375968,95.2
A375969,75.5
A375970,72.1
A375971,85.7
A375972,70.5
A375973,80.3
A375974,86.6
A375975,77.3
A375976,79.1
A375977,93.3
A375978,77.8
A375979,92.5
A375980,63.8
A375981,81.3
A375982,100
A375983,96.3
A375984,73.4
A375985,85.5
